Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
180341001,88,18014371,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:03:11 AM,02/03/2018 09:03:11 AM,02/03/2018 09:03:41 AM,02/03/2018 09:03:48 AM,02/03/2018 09:15:16 AM,02/03/2018 09:33:06 AM,02/03/2018 09:56:19 AM,Code 2 Transport,02/03/2018 10:33:17 AM,1400 Block of HAIGHT ST,San Francisco,94117,B05,21,4466,C,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Haight Ashbury,POINT (-122.446150377215 37.77016312456),180341001-88
180341043,78,18014374,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:17:22 AM,02/03/2018 09:18:06 AM,02/03/2018 09:18:29 AM,02/03/2018 09:18:34 AM,02/03/2018 09:22:05 AM,02/03/2018 09:33:32 AM,02/03/2018 09:40:29 AM,Code 2 Transport,02/03/2018 10:20:52 AM,OFARRELL ST/FILLMORE ST,San Francisco,94115,B04,05,3623,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Western Addition,POINT (-122.432706179722 37.783292591653),180341043-78
180341056,87,18014375,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:25:01 AM,02/03/2018 09:25:01 AM,02/03/2018 09:25:31 AM,02/03/2018 09:25:38 AM,02/03/2018 09:33:08 AM,02/03/2018 10:01:53 AM,02/03/2018 10:14:27 AM,Code 2 Transport,02/03/2018 10:37:46 AM,GENEVA AV/PRAGUE ST,San Francisco,94112,B09,43,6173,A,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,POINT (-122.431927238183 37.71276659783),180341056-87
180341104,84,18014380,Traffic Collision,2018-02-03,2018-02-03,02/03/2018 09:43:51 AM,02/03/2018 09:44:11 AM,02/03/2018 09:44:24 AM,02/03/2018 09:44:27 AM,02/03/2018 09:52:18 AM,02/03/2018 10:06:29 AM,02/03/2018 10:28:13 AM,Code 2 Transport,02/03/2018 11:01:52 AM,9TH AV/LAWTON ST,San Francisco,94122,B08,22,7335,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Inner Sunset,POINT (-122.46591998484 37.7584445948),180341104-84
180341120,61,18014383,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:46:56 AM,02/03/2018 09:49:00 AM,02/03/2018 09:49:37 AM,02/03/2018 09:49:43 AM,02/03/2018 10:00:57 AM,02/03/2018 10:18:46 AM,02/03/2018 10:29:14 AM,Code 2 Transport,02/03/2018 11:08:39 AM,400 Block of GENEVA AVE,San Francisco,94112,B09,15,8319,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Outer Mission,POINT (-122.447136183722 37.721035136076),180341120-61
180341121,85,18014384,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:47:03 AM,02/03/2018 09:49:18 AM,02/03/2018 09:50:31 AM,02/03/2018 09:50:48 AM,02/03/2018 09:54:23 AM,02/03/2018 10:11:18 AM,02/03/2018 10:17:48 AM,Code 2 Transport,02/03/2018 10:47:13 AM,1600 Block of PIERCE ST,San Francisco,94115,B04,38,3646,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Japantown,POINT (-122.436394496488 37.78521065245),180341121-85
180341132,64,18014386,Medical Incident,2018-02-03,2018-02-03,02/03/2018 09:52:07 AM,02/03/2018 09:52:07 AM,02/03/2018 09:52:23 AM,02/03/2018 09:52:32 AM,02/03/2018 10:09:24 AM,02/03/2018 10:26:12 AM,02/03/2018 10:42:05 AM,Code 2 Transport,02/03/2018 11:38:24 AM,900 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5645,A,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Bernal Heights,POINT (-122.416428557838 37.732924646189),180341132-64
180341260,50,18014395,Medical Incident,2018-02-03,2018-02-03,02/03/2018 10:27:05 AM,02/03/2018 10:28:13 AM,02/03/2018 10:28:55 AM,02/03/2018 10:28:59 AM,02/03/2018 10:32:28 AM,02/03/2018 10:58:14 AM,02/03/2018 11:04:34 AM,Code 2 Transport,02/03/2018 11:41:03 AM,1400 Block of GROVE ST,San Francisco,94117,B05,21,4253,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Hayes Valley,POINT (-122.440467342038 37.775554905948),180341260-50
180341273,86,18014397,Medical Incident,2018-02-03,2018-02-03,02/03/2018 10:30:59 AM,02/03/2018 10:31:35 AM,02/03/2018 10:32:22 AM,02/03/2018 10:32:26 AM,02/03/2018 10:37:06 AM,02/03/2018 10:57:37 AM,02/03/2018 11:08:07 AM,Code 2 Transport,02/03/2018 11:37:14 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,POINT (-122.413593512876 37.784698921976),180341273-86
180341275,74,18014398,Traffic Collision,2018-02-03,2018-02-03,02/03/2018 10:31:07 AM,02/03/2018 10:32:27 AM,02/03/2018 10:33:13 AM,02/03/2018 10:33:30 AM,02/03/2018 10:36:09 AM,02/03/2018 10:53:24 AM,02/03/2018 11:01:14 AM,Code 2 Transport,02/03/2018 11:29:13 AM,16TH ST/HARRISON ST,San Francisco,94110,B02,29,5241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,POINT (-122.413105244954 37.765447610271),180341275-74
180341299,57,18014401,Medical Incident,2018-02-03,2018-02-03,02/03/2018 10:37:17 AM,02/03/2018 10:37:17 AM,02/03/2018 10:37:34 AM,02/03/2018 10:37:36 AM,02/03/2018 10:43:06 AM,02/03/2018 11:00:10 AM,02/03/2018 11:07:12 AM,Code 2 Transport,02/03/2018 11:51:07 AM,100 Block of 6TH ST,San Francisco,94103,B03,01,2251,C,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.408385745499 37.780792080275),180341299-57
180341370,78,18014407,Medical Incident,2018-02-03,2018-02-03,02/03/2018 10:57:26 AM,02/03/2018 10:57:58 AM,02/03/2018 10:58:19 AM,02/03/2018 10:58:28 AM,02/03/2018 11:01:41 AM,02/03/2018 11:07:52 AM,02/03/2018 11:29:20 AM,Code 2 Transport,02/03/2018 11:54:32 AM,700 Block of NATOMA ST,San Francisco,94103,B02,01,2318,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.412889415461 37.776009921078),180341370-78
180341376,85,18014408,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:00:10 AM,02/03/2018 11:00:10 AM,02/03/2018 11:00:28 AM,02/03/2018 11:00:34 AM,02/03/2018 11:05:32 AM,02/03/2018 11:19:07 AM,02/03/2018 11:35:04 AM,Code 2 Transport,02/03/2018 12:07:22 PM,500 Block of PAGE ST,San Francisco,94117,B05,06,3531,A,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,POINT (-122.429820520759 37.773197787194),180341376-85
180341382,88,18014409,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:00:17 AM,02/03/2018 11:02:49 AM,02/03/2018 11:03:12 AM,02/03/2018 11:03:27 AM,02/03/2018 11:08:46 AM,02/03/2018 11:20:46 AM,02/03/2018 11:26:39 AM,Code 3 Transport,02/03/2018 12:18:29 PM,1400 Block of MARKET ST,San Francisco,94103,B02,36,2338,3,3,3,true,Non Life-threatening,1,MEDIC,3,2,6,South of Market,POINT (-122.418004260708 37.775998661395),180341382-88
180341427,87,18014411,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:10:44 AM,02/03/2018 11:14:36 AM,02/03/2018 11:14:56 AM,02/03/2018 11:16:04 AM,02/03/2018 11:27:34 AM,02/03/2018 11:44:43 AM,02/03/2018 11:58:44 AM,Code 2 Transport,02/03/2018 12:28:48 PM,5TH ST/HOWARD ST,San Francisco,94103,B03,01,2245,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.404933347868 37.781499507607),180341427-87
180341457,84,18014414,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:20:02 AM,02/03/2018 11:23:01 AM,02/03/2018 11:23:30 AM,02/03/2018 11:23:33 AM,02/03/2018 11:27:02 AM,02/03/2018 11:36:24 AM,02/03/2018 11:45:25 AM,Code 3 Transport,02/03/2018 12:17:37 PM,1200 Block of HARRISON ST,San Francisco,94103,B03,29,2333,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,POINT (-122.409148510032 37.773337656124),180341457-84
180341466,61,18014415,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:24:20 AM,02/03/2018 11:25:04 AM,02/03/2018 11:25:27 AM,02/03/2018 11:25:32 AM,02/03/2018 11:30:01 AM,02/03/2018 11:47:09 AM,02/03/2018 12:03:50 PM,Code 2 Transport,02/03/2018 12:46:10 PM,700 Block of MISSION ST,San Francisco,94103,B03,01,2178,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,3,6,Financial District/South Beach,POINT (-122.403048297938 37.785285764493),180341466-61
180341483,89,18014416,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:29:39 AM,02/03/2018 11:29:58 AM,02/03/2018 11:30:30 AM,02/03/2018 11:30:37 AM,02/03/2018 11:39:40 AM,02/03/2018 11:46:25 AM,02/03/2018 12:05:22 PM,Code 3 Transport,02/03/2018 12:33:25 PM,1400 Block of LAKE ST,San Francisco,94118,B07,31,7152,3,3,3,true,Potentially Life-Threatening,1,MEDIC,4,7,2,Seacliff,POINT (-122.474947767768 37.786264556877),180341483-89
180341507,62,18014420,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:32:15 AM,02/03/2018 11:34:34 AM,02/03/2018 11:37:10 AM,02/03/2018 11:38:02 AM,02/03/2018 11:54:38 AM,02/03/2018 12:07:59 PM,02/03/2018 12:23:21 PM,Code 2 Transport,02/03/2018 12:53:30 PM,43RD AV/LINCOLN WY,San Francisco,94122,B08,23,7653,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,1,Golden Gate Park,POINT (-122.502976412481 37.764311127795),180341507-62
180341518,60,18014422,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:37:54 AM,02/03/2018 11:38:19 AM,02/03/2018 11:39:19 AM,02/03/2018 11:39:47 AM,02/03/2018 11:47:26 AM,02/03/2018 12:05:01 PM,02/03/2018 12:27:38 PM,Code 2 Transport,02/03/2018 12:50:39 PM,1800 Block of 36TH AVE,San Francisco,94122,B08,18,7573,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,POINT (-122.494556903948 37.752505890253),180341518-60
180341530,50,18014424,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:39:20 AM,02/03/2018 11:40:26 AM,02/03/2018 11:41:55 AM,02/03/2018 11:41:55 AM,02/03/2018 11:43:24 AM,02/03/2018 12:05:20 PM,02/03/2018 12:10:17 PM,Code 2 Transport,02/03/2018 01:01:12 PM,1800 Block of HAIGHT ST,San Francisco,94117,B05,12,4545,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Haight Ashbury,POINT (-122.45271229374 37.769326176588),180341530-50
180341557,86,18014427,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:45:02 AM,02/03/2018 11:46:14 AM,02/03/2018 11:46:23 AM,02/03/2018 11:46:32 AM,02/03/2018 11:51:02 AM,02/03/2018 12:15:27 PM,02/03/2018 12:37:27 PM,Code 2 Transport,02/03/2018 01:08:38 PM,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,POINT (-122.413032193956 37.781913974418),180341557-86
180341563,73,18014428,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:45:41 AM,02/03/2018 11:47:41 AM,02/03/2018 11:47:51 AM,02/03/2018 11:47:55 AM,02/03/2018 12:03:25 PM,02/03/2018 12:22:12 PM,02/03/2018 12:33:09 PM,Code 2 Transport,02/03/2018 01:04:55 PM,HAYES ST/CENTRAL AV,San Francisco,94117,B05,21,4351,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Lone Mountain/USF,POINT (-122.444404612873 37.774149485108),180341563-73
180341572,57,18014430,Medical Incident,2018-02-03,2018-02-03,02/03/2018 11:46:30 AM,02/03/2018 11:50:32 AM,02/03/2018 11:51:56 AM,02/03/2018 11:53:28 AM,02/03/2018 12:06:45 PM,02/03/2018 12:16:11 PM,02/03/2018 12:25:59 PM,Code 2 Transport,02/03/2018 12:54:22 PM,1300 Block of STOCKTON ST,San Francisco,94133,B01,02,1333,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Chinatown,POINT (-122.408645127406 37.798108074562),180341572-57
180341619,78,18014434,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:01:01 PM,02/03/2018 12:01:39 PM,02/03/2018 12:02:01 PM,02/03/2018 12:02:07 PM,02/03/2018 12:05:45 PM,02/03/2018 12:18:41 PM,02/03/2018 12:33:59 PM,Code 2 Transport,02/03/2018 01:12:33 PM,1400 Block of MISSION ST,San Francisco,94103,B02,36,2341,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.41645729662 37.774759784353),180341619-78
180341640,85,18014438,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:03:45 PM,02/03/2018 12:07:37 PM,02/03/2018 12:08:56 PM,02/03/2018 12:09:34 PM,02/03/2018 12:22:27 PM,02/03/2018 12:40:50 PM,02/03/2018 12:50:53 PM,Code 2 Transport,02/03/2018 01:41:01 PM,700 Block of FILLMORE ST,San Francisco,94117,B05,05,3533,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Hayes Valley,POINT (-122.431359853508 37.776288363221),180341640-85
180341662,64,18014441,Traffic Collision,2018-02-03,2018-02-03,02/03/2018 12:12:08 PM,02/03/2018 12:13:37 PM,02/03/2018 12:15:10 PM,02/03/2018 12:15:42 PM,02/03/2018 12:21:37 PM,02/03/2018 12:34:43 PM,02/03/2018 12:48:46 PM,Code 2 Transport,02/03/2018 01:28:43 PM,200 Block of BOSWORTH ST,San Francisco,94112,B06,32,8146,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Outer Mission,POINT (-122.428998841605 37.733487531841),180341662-64
180341674,84,18014442,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:16:41 PM,02/03/2018 12:18:21 PM,02/03/2018 12:19:39 PM,02/03/2018 12:19:46 PM,02/03/2018 12:50:08 PM,02/03/2018 12:50:11 PM,02/03/2018 01:28:31 PM,Code 2 Transport,02/03/2018 02:03:17 PM,1300 Block of LEAVENWORTH ST,San Francisco,94109,B01,41,1536,2,3,3,true,Non Life-threatening,1,MEDIC,2,1,3,Russian Hill,POINT (-122.416270691231 37.793444092579),180341674-84
180341704,77,18014446,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:25:51 PM,02/03/2018 12:28:26 PM,02/03/2018 12:29:17 PM,02/03/2018 12:29:20 PM,02/03/2018 12:48:30 PM,02/03/2018 01:01:11 PM,02/03/2018 01:22:59 PM,Code 2 Transport,02/03/2018 02:19:21 PM,700 Block of POST ST,San Francisco,94109,B04,03,1543,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Tenderloin,POINT (-122.414163693123 37.787504495274),180341704-77
180341760,89,18014451,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:42:59 PM,02/03/2018 12:44:44 PM,02/03/2018 12:46:40 PM,02/03/2018 12:46:44 PM,02/03/2018 12:55:49 PM,02/03/2018 01:12:22 PM,02/03/2018 01:12:22 PM,Code 2 Transport,02/03/2018 01:50:00 PM,1700 Block of MARKET ST,San Francisco,94103,B02,36,5115,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Mission,POINT (-122.422188261426 37.772694823686),180341760-89
180341779,87,18014454,Medical Incident,2018-02-03,2018-02-03,02/03/2018 12:49:52 PM,02/03/2018 12:50:30 PM,02/03/2018 12:50:55 PM,02/03/2018 12:51:04 PM,02/03/2018 12:59:30 PM,02/03/2018 01:25:25 PM,02/03/2018 01:47:07 PM,Code 2 Transport,02/03/2018 02:29:18 PM,1500 Block of SLOAT BLVD,San Francisco,94132,B08,19,7552,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Sunset/Parkside,POINT (-122.489699172676 37.733950445152),180341779-87
180341815,61,18014459,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:00:59 PM,02/03/2018 01:01:30 PM,02/03/2018 01:03:15 PM,02/03/2018 01:03:21 PM,02/03/2018 01:20:02 PM,02/03/2018 01:41:58 PM,02/03/2018 01:55:54 PM,Code 2 Transport,02/03/2018 02:31:48 PM,0 Block of 9TH ST,San Francisco,94103,B02,36,2337,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,POINT (-122.415064887666 37.776435406325),180341815-61
180341830,57,18014460,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:05:35 PM,02/03/2018 01:07:43 PM,02/03/2018 01:08:05 PM,02/03/2018 01:08:08 PM,02/03/2018 01:17:59 PM,02/03/2018 01:31:09 PM,02/03/2018 01:36:09 PM,Code 2 Transport,02/03/2018 02:04:52 PM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,POINT (-122.411971890566 37.785024660689),180341830-57
180341872,60,18014463,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:18:38 PM,02/03/2018 01:20:25 PM,02/03/2018 01:21:31 PM,02/03/2018 01:21:39 PM,02/03/2018 01:26:10 PM,02/03/2018 01:42:33 PM,02/03/2018 01:52:05 PM,Code 2 Transport,02/03/2018 02:13:01 PM,1000 Block of MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.40977382526 37.780052503081),180341872-60
180341881,50,18014464,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:21:31 PM,02/03/2018 01:22:42 PM,02/03/2018 01:23:10 PM,02/03/2018 01:23:32 PM,02/03/2018 01:36:51 PM,02/03/2018 01:45:53 PM,02/03/2018 01:56:16 PM,Code 3 Transport,02/03/2018 02:39:29 PM,300 Block of BALTIMORE WAY,San Francisco,94112,B09,43,6228,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Excelsior,POINT (-122.437985362628 37.70879810551),180341881-50
180341885,86,18014465,Traffic Collision,2018-02-03,2018-02-03,02/03/2018 01:23:36 PM,02/03/2018 01:23:36 PM,02/03/2018 01:24:14 PM,02/03/2018 01:24:22 PM,02/03/2018 01:29:05 PM,02/03/2018 01:40:11 PM,02/03/2018 02:16:13 PM,Code 2 Transport,02/03/2018 03:08:35 PM,2ND AV/CLEMENT ST,San Francisco,94118,B07,10,7114,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Inner Richmond,POINT (-122.460137197881 37.783136486445),180341885-86
180341903,78,18014468,Traffic Collision,2018-02-03,2018-02-03,02/03/2018 01:26:46 PM,02/03/2018 01:26:46 PM,02/03/2018 01:27:33 PM,02/03/2018 01:27:43 PM,02/03/2018 01:49:10 PM,02/03/2018 02:09:18 PM,02/03/2018 02:24:46 PM,Code 2 Transport,02/03/2018 03:41:33 PM,38TH AV/KIRKHAM ST,San Francisco,94122,B08,23,7571,B,2,2,true,Non Life-threatening,1,MEDIC,2,8,4,Sunset/Parkside,POINT (-122.497221908389 37.758934412214),180341903-78
180341916,64,18014471,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:28:00 PM,02/03/2018 01:30:18 PM,02/03/2018 01:31:20 PM,02/03/2018 01:31:20 PM,02/03/2018 01:38:16 PM,02/03/2018 02:00:06 PM,02/03/2018 02:29:34 PM,Code 2 Transport,02/03/2018 03:21:59 PM,1000 Block of BRANNAN ST,San Francisco,94103,B02,29,2346,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Mission,POINT (-122.407245586705 37.769779027258),180341916-64
180341995,88,18014481,Medical Incident,2018-02-03,2018-02-03,02/03/2018 01:50:38 PM,02/03/2018 01:52:52 PM,02/03/2018 01:54:02 PM,02/03/2018 01:55:01 PM,02/03/2018 02:05:57 PM,02/03/2018 02:20:58 PM,02/03/2018 02:52:30 PM,Code 2 Transport,02/03/2018 03:35:11 PM,2600 Block of MASON ST,San Francisco,94133,B01,28,1344,2,3,3,true,Non Life-threatening,1,MEDIC,2,1,3,North Beach,POINT (-122.414138079819 37.807943101376),180341995-88
180342033,84,18014485,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:00:58 PM,02/03/2018 02:01:32 PM,02/03/2018 02:03:55 PM,02/03/2018 02:04:09 PM,02/03/2018 02:16:42 PM,02/03/2018 02:32:14 PM,02/03/2018 02:53:53 PM,Code 2 Transport,02/03/2018 03:24:30 PM,SPEAR ST/HOWARD ST,San Francisco,94105,B03,35,2114,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,POINT (-122.392524624579 37.791310970207),180342033-84
180342041,57,18014488,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:00:09 PM,02/03/2018 02:02:57 PM,02/03/2018 02:05:06 PM,02/03/2018 02:05:08 PM,02/03/2018 02:10:03 PM,02/03/2018 02:22:55 PM,02/03/2018 02:29:52 PM,Code 2 Transport,02/03/2018 03:07:44 PM,1400 Block of SUTTER ST,San Francisco,94109,B04,03,3223,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Western Addition,POINT (-122.424236212664 37.787289037264),180342041-57
180342066,89,18014490,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:08:46 PM,02/03/2018 02:09:46 PM,02/03/2018 02:12:09 PM,02/03/2018 02:12:09 PM,02/03/2018 02:14:33 PM,02/03/2018 02:32:07 PM,02/03/2018 02:46:41 PM,Code 2 Transport,02/03/2018 03:34:52 PM,0 Block of COTTER ST,San Francisco,94112,B09,32,8264,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,9,11,Outer Mission,POINT (-122.433978445941 37.727627472383),180342066-89
180342073,60,18014491,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:10:55 PM,02/03/2018 02:11:36 PM,02/03/2018 02:13:25 PM,02/03/2018 02:13:35 PM,02/03/2018 02:19:13 PM,02/03/2018 02:38:12 PM,02/03/2018 02:57:41 PM,Code 2 Transport,02/03/2018 03:35:05 PM,0 Block of BEACH ST,San Francisco,94133,B01,28,0939,3,3,3,true,Non Life-threatening,1,MEDIC,2,1,3,North Beach,POINT (-122.409877282931 37.808050096906),180342073-60
180342115,77,18014496,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:18:17 PM,02/03/2018 02:20:36 PM,02/03/2018 02:20:53 PM,02/03/2018 02:20:57 PM,02/03/2018 02:28:33 PM,02/03/2018 02:38:37 PM,02/03/2018 02:42:30 PM,Code 2 Transport,02/03/2018 03:21:32 PM,CHURCH ST/MARKET ST,San Francisco,94114,B02,06,5127,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Castro/Upper Market,POINT (-122.428948567606 37.767504459598),180342115-77
180342130,73,18014500,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:25:29 PM,02/03/2018 02:25:29 PM,02/03/2018 02:27:04 PM,02/03/2018 02:27:13 PM,02/03/2018 02:40:10 PM,02/03/2018 03:20:41 PM,02/03/2018 03:28:25 PM,Code 2 Transport,02/03/2018 04:06:26 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,B,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,POINT (-122.41690045985 37.784396493092),180342130-73
180342153,87,18014502,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:30:43 PM,02/03/2018 02:32:05 PM,02/03/2018 02:32:42 PM,02/03/2018 02:33:20 PM,02/03/2018 02:37:47 PM,02/03/2018 03:01:26 PM,02/03/2018 03:05:52 PM,Code 2 Transport,02/03/2018 03:32:45 PM,2600 Block of MISSION ST,San Francisco,94110,B06,07,5472,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,POINT (-122.418601779487 37.754640937212),180342153-87
180342199,61,18014504,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:43:57 PM,02/03/2018 02:44:52 PM,02/03/2018 02:45:09 PM,02/03/2018 02:45:16 PM,02/03/2018 02:51:15 PM,02/03/2018 02:59:24 PM,02/03/2018 03:04:35 PM,Code 3 Transport,02/03/2018 03:51:39 PM,400 Block of COLUMBUS AVE,San Francisco,94133,B01,02,1333,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,North Beach,POINT (-122.408396415403 37.799134720483),180342199-61
180342200,74,18014505,Medical Incident,2018-02-03,2018-02-03,02/03/2018 02:44:12 PM,02/03/2018 02:44:53 PM,02/03/2018 02:45:41 PM,02/03/2018 02:45:49 PM,02/03/2018 02:49:17 PM,02/03/2018 03:10:31 PM,02/03/2018 03:35:07 PM,Code 2 Transport,02/03/2018 04:03:47 PM,2100 Block of FELL ST,San Francisco,94117,B05,12,4554,3,3,3,true,Non Life-threatening,1,MEDIC,1,5,5,Lone Mountain/USF,POINT (-122.453283057054 37.772137839149),180342200-74
180342305,57,18014512,Medical Incident,2018-02-03,2018-02-03,02/03/2018 03:12:51 PM,02/03/2018 03:12:51 PM,02/03/2018 03:13:05 PM,02/03/2018 03:13:08 PM,02/03/2018 03:29:56 PM,02/03/2018 03:47:05 PM,02/03/2018 04:08:21 PM,Code 2 Transport,02/03/2018 04:40:26 PM,BEACH ST/MASON ST,San Francisco,94133,B01,28,1344,C,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,North Beach,POINT (-122.41397500769 37.807482512915),180342305-57
180342334,77,18014515,Medical Incident,2018-02-03,2018-02-03,02/03/2018 03:21:01 PM,02/03/2018 03:21:48 PM,02/03/2018 03:22:36 PM,02/03/2018 03:22:39 PM,02/03/2018 03:33:37 PM,02/03/2018 03:58:38 PM,02/03/2018 04:03:25 PM,Code 3 Transport,02/03/2018 04:54:20 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,POINT (-122.41690045985 37.784396493092),180342334-77
180342354,84,18014518,Medical Incident,2018-02-03,2018-02-03,02/03/2018 03:26:41 PM,02/03/2018 03:27:35 PM,02/03/2018 03:28:10 PM,02/03/2018 03:28:19 PM,02/03/2018 03:32:58 PM,02/03/2018 03:53:11 PM,02/03/2018 03:59:52 PM,Code 2 Transport,02/03/2018 04:32:06 PM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,POINT (-122.413615438263 37.784807388677),180342354-84
180342388,87,18014521,Medical Incident,2018-02-03,2018-02-03,02/03/2018 03:33:06 PM,02/03/2018 03:36:03 PM,02/03/2018 03:36:27 PM,02/03/2018 03:36:42 PM,02/03/2018 03:43:00 PM,02/03/2018 03:59:22 PM,02/03/2018 04:09:14 PM,Code 2 Transport,02/03/2018 04:31:14 PM,MISSION ST/ITALY AV,San Francisco,94112,B09,43,6123,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Outer Mission,POINT (-122.439500375084 37.718467226888),180342388-87
